filename,project,year,season,state,operator_affiliation,agent,apparatus,purpose,target_area,control_area,start_date,end_date,state_title,season_normalized,purpose_tokens,purpose_combo_normalized,agent_tokens,agent_combo_normalized,apparatus_tokens,apparatus_combo_normalized,start_date_inferred,end_date_inferred,duration_days_inferred,date_anomaly_flag
"Western Uintas, Utah_14-1643_12.01.2014-03.31.2015.pdf","western uintas, utah",2015,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,"weber/provo river basins over 7,000 feet elevation","various sites in idaho, nevada, and utah",12/1/14,3/31/15,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2014-12-01,2015-03-31,121.0,False
"Western Uintas, Utah_15-1662_12.01.2015-03.31.2016.pdf",western uintas cloud seeding program,2016,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,"weber and provo river basins above 7,000 feet elevation","various sites in idaho, nevada, and utah",12/1/15,3/31/16,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2015-12-01,2016-03-31,122.0,False
"Western Uintas, Utah_17-1727_12.01.2017-03.31.2018.pdf",western uintas cloud seeding program,2018,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,"weber and provo river basins over 7,000 feet elevation","various sites in idaho, nevada, and utah",12/1/17,3/31/18,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2017-12-01,2018-03-31,121.0,False
"Western Uintas,Utah_16-1703_12.01.2016-03.31.2017.pdf","western uintas, utah",2017,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,"weber/provo river basins over 7,000 feet elevation","various sites in idaho, nevada, and utah",12/1/16,3/31/17,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2016-12-01,2017-03-31,121.0,False
"Western Unitas, Utah_13-1611_12.01.2013-03.31.2014.pdf","western uintas, utah",2014,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,"weber and provo river basins above 7,000 feet elevation","various sites in idaho, nevada, and utah",12/1/13,3/31/14,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2013-12-01,2014-03-31,121.0,False
Wind River Range Weather Modification Project (WRRWMP)_15-1668_11.15.2015-04.30.2016.pdf,wind river range weather modification project,2016,winter,wyoming,weather modification inc,silver iodide,ground,augment snowpack,"wind river range, west-central wyoming",,11/15/15,4/30/16,Wyoming,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2015-11-15,2016-04-30,168.0,False
Wind River Range Weather Modification Project (WRRWMP)_16-1704_11.15.2016-03.31.2017.pdf,wind river range weather modification project,2017,winter,wyoming,weather modification inc,silver iodide,ground,augment snowpack,"wind river range, west-central wyoming",,11/15/16,3/31/17,Wyoming,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2016-11-15,2017-03-31,137.0,False
Wind River Range Weather Modification Project (WRRWMP)_17-1736_12.01.2017-03.31.2018.pdf,wind river range weather modification project,2018,winter,wyoming,weather modification inc,silver iodide,ground,augment snowpack,west-central wyoming,,12/1/17,3/31/18,Wyoming,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2017-12-01,2018-03-31,121.0,False
Wind River Weather Modification Project_00-1050_11.15.1999-04.15.2000.pdf,wind river weather modification project,2000,winter,wyoming,eden valley irrigation and drainage,"silver iodide, ammonium iodide",ground,"augment snowpack, increase runoff",big sandy river drainage,muddy ridge,11/15/99,4/15/00,Wyoming,winter,"['augment snowpack', 'increase runoff']",augment snowpack | increase runoff,"['silver iodide', 'ammonium iodide']",silver iodide | ammonium iodide,['ground'],ground,1999-11-15,2000-04-15,153.0,False
Wind River Weather Modification Project_03-1196_11.15.2003-04.30.2004.pdf,wind river weather modification project,2004,"winter, spring",wyoming,eden valley irrigation and drainage,"silver iodide, ammonium iodide",ground,augment snowpack,big sandy river drainage,muddy ridge,11/15/03,4/30/04,Wyoming,"winter, spring",['augment snowpack'],augment snowpack,"['silver iodide', 'ammonium iodide']",silver iodide | ammonium iodide,['ground'],ground,2003-11-15,2004-04-30,168.0,False
Wind river Weather Modification Project_05-1267_11.15.2004-04.30.2005.pdf,wind river weather modification project,2005,winter,wyoming,eden valley irrigation and drainage,"silver iodide, ammonium iodide",ground,"augment snowpack, increase runoff",big sandy river drainage,muddy ridge,11/15/04,4/30/05,Wyoming,winter,"['augment snowpack', 'increase runoff']",augment snowpack | increase runoff,"['silver iodide', 'ammonium iodide']",silver iodide | ammonium iodide,['ground'],ground,2004-11-15,2005-04-30,167.0,False
Wind River Weather Modification Project_06-1309_11.15.2005-04.30.2006.pdf,wind river weather modification project,2006,"winter, spring",wyoming,eden valley irrigation and drainage,"silver iodide, ammonium iodide",ground,"augment snowpack, increase runoff",big sandy river drainage,muddy ridge,11/15/05,4/30/06,Wyoming,"winter, spring","['augment snowpack', 'increase runoff']",augment snowpack | increase runoff,"['silver iodide', 'ammonium iodide']",silver iodide | ammonium iodide,['ground'],ground,2005-11-15,2006-04-30,167.0,False
Wind River Weather Modification Project_06-1341_11.15.2006-04.30.2007.pdf,wind river weather modification project,2007,"winter, spring",wyoming,eden valley irrigation and drainage,"silver iodide, ammonium iodide",ground,augment snowpack,big sandy river drainage,muddy ridge,11/15/06,4/30/07,Wyoming,"winter, spring",['augment snowpack'],augment snowpack,"['silver iodide', 'ammonium iodide']",silver iodide | ammonium iodide,['ground'],ground,2006-11-15,2007-04-30,167.0,False
Wind River Weather Modification Project_07-1381_11.15.2007-04.30.2006.pdf,wind river weather modification project,2008,winter,wyoming,eden valley irrigation and drainage,"silver iodide, ammonium iodide",ground,"augment snowpack, increase runoff",big sandy river drainage,muddy ridge,11/15/07,4/30/08,Wyoming,winter,"['augment snowpack', 'increase runoff']",augment snowpack | increase runoff,"['silver iodide', 'ammonium iodide']",silver iodide | ammonium iodide,['ground'],ground,2007-11-15,2008-04-30,168.0,False
Wind River Weather Modification Project_08-1440_11.15.2008-04.360.2009.pdf,wind river weather modification project,2009,winter,wyoming,eden valley irrigation and drainage,"silver iodide, ammonium iodide",ground,augment snowpack,big sandy river drainage,muddy ridge,11/15/08,4/30/09,Wyoming,winter,['augment snowpack'],augment snowpack,"['silver iodide', 'ammonium iodide']",silver iodide | ammonium iodide,['ground'],ground,2008-11-15,2009-04-30,167.0,False
Wind River Weather Modification Project_09-1465_11.15.2009-04.30.2010.pdf,wind river weather modification project,2010,winter,wyoming,eden valley irrigation and drainage,"silver iodide, ammonium iodide",ground,"augment snowpack, increase runoff",big sandy river drainage,muddy ridge,11/15/09,4/30/10,Wyoming,winter,"['augment snowpack', 'increase runoff']",augment snowpack | increase runoff,"['silver iodide', 'ammonium iodide']",silver iodide | ammonium iodide,['ground'],ground,2009-11-15,2010-04-30,167.0,False
Wind River Weather Modification Project_11-1549_11.15.2011-04.15.2012.pdf,wind river weather modification project,2012,winter,wyoming,eden valley irrigation and drainage,"silver iodide, ammonium iodide",ground,"augment snowpack, increase runoff",big sandy river drainage,muddy ridge,11/15/11,4/15/12,Wyoming,winter,"['augment snowpack', 'increase runoff']",augment snowpack | increase runoff,"['silver iodide', 'ammonium iodide']",silver iodide | ammonium iodide,['ground'],ground,2011-11-15,2012-04-15,153.0,False
Wind River Weather Modification Project_12-1570_11.15.2012-04.15.2013.pdf,wind river weather modification project,2013,winter,wyoming,eden valley irrigation and drainage,ammonium iodide,ground,"augment snowpack, increase runoff",big sandy river drainage,muddy ridge,11/15/12,4/15/13,Wyoming,winter,"['augment snowpack', 'increase runoff']",augment snowpack | increase runoff,['ammonium iodide'],ammonium iodide,['ground'],ground,2012-11-15,2013-04-15,152.0,False
Wind River Weather Modification Project_14-1620_11.15.2013-04.15.2014.pdf,wind river weather modification project,2014,winter,wyoming,eden valley irrigation and drainage,"silver iodide, ammonium iodide",ground,"augment snowpack, increase runoff",big sandy river drainage,muddy ridge,11/15/13,4/15/14,Wyoming,winter,"['augment snowpack', 'increase runoff']",augment snowpack | increase runoff,"['silver iodide', 'ammonium iodide']",silver iodide | ammonium iodide,['ground'],ground,2013-11-15,2014-04-15,152.0,False
Wind River Weather Modification Project_14-1624_11.15.2014-04.15.2015.pdf,wind river weather modification project,2015,winter,wyoming,eden valley irrigation and drainage,"silver iodide, ammonium iodide",ground,augment snowpack,big sandy river drainage,muddy ridge,11/15/14,4/15/15,Wyoming,winter,['augment snowpack'],augment snowpack,"['silver iodide', 'ammonium iodide']",silver iodide | ammonium iodide,['ground'],ground,2014-11-15,2015-04-15,152.0,False
Wind River Weather Modification Project_15-1669_11.15.2015-04.15.2016.pdf,wind river weather modification project,2016,winter,wyoming,eden valley irrigation and drainage,silver iodide,ground,"augment snowpack, increase runoff",big sandy river drainage,muddy ridge,11/15/15,4/15/16,Wyoming,winter,"['augment snowpack', 'increase runoff']",augment snowpack | increase runoff,['silver iodide'],silver iodide,['ground'],ground,2015-11-15,2016-04-15,153.0,False
Wind River_17-1733_2018-2019.pdf,wind river weather modification project,2019,winter,wyoming,eden valley irrigation and drainage,silver iodide,ground,"augment snowpack, increase runoff",big sandy river drainage,muddy ridge,1/1/19,4/15/19,Wyoming,winter,"['augment snowpack', 'increase runoff']",augment snowpack | increase runoff,['silver iodide'],silver iodide,['ground'],ground,2019-01-01,2019-04-15,105.0,False
Wyoming 5 - Year Weather Mod. Pilot Prog. - Med Bow Sierra Madres_07-1361_11.15.2006-03.31.2007.pdf,wyoming 5-year weather mod. pilot prog. - med bow sierra madres,2007,winter,wyoming,weather modification inc,silver iodide,ground,augment snowpack,"medicine bow mountains, sierra madre mountains",,11/15/06,3/31/07,Wyoming,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2006-11-15,2007-03-31,137.0,False
Wyoming 5 - Year Weather Mod. Pilot Prog. - Wind River Mountains_07-1362_11.15.2006-03.31.2007.pdf,wyoming 5-year weather mod. pilot prog. - wind river mountains,2007,winter,wyoming,weather modification inc,silver iodide,"ground, airborne",augment snowpack,southern end of wind river mountain range,,11/15/06,3/31/07,Wyoming,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2006-11-15,2007-03-31,137.0,False
Wyoming Weather Modification Pilot Program_04-1335_02.15.2006-03.31.2006.pdf,wyoming weather modification pilot program,2006,winter,wyoming,weather modification inc,silver iodide,airborne,augment snowpack,"medicine bow mountains, southeast wyoming",,2/15/06,3/31/06,Wyoming,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['airborne'],airborne,2006-02-15,2006-03-31,45.0,False
Wyoming Weather Modification Pilot Project (WWMPP)_08-1390_11.15.2007-03.31.2008.pdf,wyoming weather modification pilot project,2008,winter,wyoming,weather modification inc,silver iodide,ground,augment snowpack,southeast and south-central wyoming medicine bow and sierra madre ranges,medicine bow or sierra madre range not seeded,11/15/07,3/31/08,Wyoming,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2007-11-15,2008-03-31,138.0,False
Wyoming Weather Modification Pilot Project (WWMPP)_08-1391_11.15.2007-03.31.2008.pdf,wyoming weather modification pilot project (wwmpp),2008,winter,wyoming,weather modification inc,silver iodide,"ground, airborne",augment snowpack,"wind river mountains, west-central wyoming",,11/15/07,3/31/08,Wyoming,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2007-11-15,2008-03-31,138.0,False
Wyoming Weather Modification Pilot Project (WWMPP)_08-1429_11.15.2008-04.15.2009.pdf,wyoming weather modification pilot project (wwmpp),2009,winter,wyoming,weather modification inc,silver iodide,ground,augment snowpack,"medicine bow and sierra madre ranges, southeast and south-central wyoming",the range that is not seeded medicine bow or sierra madre ranges,11/15/08,4/15/09,Wyoming,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2008-11-15,2009-04-15,152.0,False
